"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.language","Answer.countries","Answer.primary_country","Answer.region","Answer.url","Approve","Reject"
"2N9LPHIT3HVWR5I7Q7EJW2193SZJB3","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2K36BFMFFOYYZ3ZI3K4GKSC4ZQTLY0","A2QGQOWEM9G55","Approved","Sun Feb 17 04:08:42 GMT 2013","Sun Feb 17 04:11:35 GMT 2013","Sat Mar 02 20:11:35 PST 2013","Sun Feb 17 06:26:47 PST 2013","","","173","100% (7/7)","100% (7/7)","100% (7/7)","afrikaans","canada|southafrica|unitedstates|australia|zambia|other|newzealand","southafrica","Principally Pretoria and Bloemfontein. Cape Malays mainly in Cape Town; some in Johannesburg, Pretoria, Durban, and Port Elizabeth. Also in Australia, Botswana, Canada, Lesotho, Malawi, Namibia, New Zealand, Swaziland, United States, Zambia, Zimbabwe.","http://www.ethnologue.com/show_language.asp?code=afr"
"2N9LPHIT3HVWR5I7Q7EJW2193SZJB3","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2O3DPGFL6VCPD97G7INIUV1WFLKK5G","ADC8VBKOVOCRR","Approved","Sun Feb 17 04:15:12 GMT 2013","Sun Feb 17 04:17:56 GMT 2013","Sat Mar 02 20:17:56 PST 2013","Sun Feb 17 06:26:57 PST 2013","","","164","100% (945/946)","100% (31/31)","100% (31/31)","afrikaans","canada|unitedstates|australia|zambia|other|newzealand","southafrica","Principally Pretoria and Bloemfontein. Cape Malays mainly in Cape Town; some in Johannesburg, Pretoria, Durban, and Port Elizabeth. Also in Australia, Botswana, Canada, Lesotho, Malawi, Namibia, New Zealand, Swaziland, United States, Zambia, Zimbabwe.","http://www.ethnologue.com/show_language.asp?code=afr"
"2N9LPHIT3HVWR5I7Q7EJW2193SZJB3","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2WGFXRDS4IC1V8BCHO6M71A6QOVVYT","APMEOBFFLFRLX","Approved","Sun Feb 17 04:16:41 GMT 2013","Sun Feb 17 04:37:01 GMT 2013","Sat Mar 02 20:37:01 PST 2013","Sun Feb 17 06:27:04 PST 2013","","","1220","100% (19/19)","100% (17/17)","100% (17/17)","afrikaans","canada|unitedstates|australia|zambia|other|newzealand","southafrica","Principally Pretoria and Bloemfontein. Cape Malays mainly in Cape Town; some in Johannesburg, Pretoria, Durban, and Port Elizabeth. Also in Australia, Botswana, Canada, Lesotho, Malawi, Namibia, New Zealand, Swaziland, United States, Zambia, Zimbabwe.","http://www.ethnologue.com/show_language.asp?code=afr"
"2CUPWZ9RNDWI55ZHRXE3JTGW2WODSK","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","26TVP9746OQ19XOFRVX7651US5L1LJ","A1JVUD5XUB9H48","Approved","Sun Feb 17 04:25:33 GMT 2013","Sun Feb 17 05:20:42 GMT 2013","Sat Mar 02 21:20:42 PST 2013","Sun Feb 17 06:22:20 PST 2013","","","3309","100% (36/36)","100% (32/32)","100% (32/32)","albanian","albania|bulgaria|macedonia|macedoniatheformeryugoslavrepublicof|slovenia|unitedstates|czechrepublic|romania","serbia","Kosovo. Also in Albania, Bulgaria, Czech Republic, Macedonia, Montenegro, Romania, Slovenia, United States.","http://www.ethnologue.com/show_language.asp?code=aln"
"2CUPWZ9RNDWI55ZHRXE3JTGW2WODSK","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2DQOCCF0CP5KEZR77N9X4G4TU0KUVU","AKFUA2F8Q2BFF","Approved","Sun Feb 17 04:12:17 GMT 2013","Sun Feb 17 04:14:41 GMT 2013","Sat Mar 02 20:14:41 PST 2013","Sun Feb 17 06:22:17 PST 2013","","","144","100% (13/13)","100% (13/13)","100% (13/13)","albanian","turkey|germany|greece|ukraine|unitedstates|croatia|sweden|belgium|egypt","albania","Mainly south to Shkumbi River. Also in Belgium, Croatia, Egypt, Germany, Greece, Sweden, Turkey (Europe), Ukraine, United States.","http://www.ethnologue.com/show_language.asp?code=als"
"2CUPWZ9RNDWI55ZHRXE3JTGW2WODSK","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2GJLPHIT3HVWR5I7Q7EJW21BAS7BJA","ADC8VBKOVOCRR","Approved","Sun Feb 17 04:25:02 GMT 2013","Sun Feb 17 05:02:46 GMT 2013","Sat Mar 02 21:02:46 PST 2013","Sun Feb 17 06:22:10 PST 2013","","","2264","100% (945/946)","100% (31/31)","100% (31/31)","albanian","turkey|germany|greece|ukraine|unitedstates|croatia|sweden|belgium|egypt","albania","Mainly south to Shkumbi River. Also in Belgium, Croatia, Egypt, Germany, Greece, Sweden, Turkey (Europe), Ukraine, United States.","http://www.ethnologue.com/show_language.asp?code=als"
"2WTNFSVGULF3QFQLQS71LS3PZG98MX","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","22N7WGKCCVLLKM8SNR8AVQ4GHGN4US","A3EJ5HQQ83RSMW","Approved","Sun Feb 17 04:22:33 GMT 2013","Sun Feb 17 04:23:59 GMT 2013","Sat Mar 02 20:23:59 PST 2013","Sun Feb 17 06:26:53 PST 2013","","","86","100% (383/383)","100% (9/9)","100% (9/9)","alemannic","","germany","There is no ""Region"" information for this language.","http://www.ethnologue.com/show_family.asp?subid=1210-16"
"2WTNFSVGULF3QFQLQS71LS3PZG98MX","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2NE25L8I9NZWNRCOQT54WW7XGZ6TJH","A21YLMNQ9EHYS2","Approved","Sun Feb 17 04:22:30 GMT 2013","Sun Feb 17 04:41:21 GMT 2013","Sat Mar 02 20:41:21 PST 2013","Sun Feb 17 06:26:56 PST 2013","","","1131","100% (20/20)","100% (20/20)","100% (20/20)","alemannic","france|germany|australia","switzerland","Central, south central, north central, northeast, and east cantons. Also in Austria, France, Germany, Liechtenstein.","http://www.ethnologue.com/show_language.asp?code=gsw"
"2WTNFSVGULF3QFQLQS71LS3PZG98MX","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","2Y91XERSQV668VN62YUH1WAZSB419M","A1JVUD5XUB9H48","Approved","Sun Feb 17 04:22:59 GMT 2013","Sun Feb 17 05:22:09 GMT 2013","Sat Mar 02 21:22:09 PST 2013","Sun Feb 17 06:27:01 PST 2013","","","3550","100% (36/36)","100% (32/32)","100% (32/32)","alemannic","other","switzerland","Central, south central, north central, northeast, and east cantons. Also in Austria, France, Germany, Liechtenstein.","http://www.ethnologue.com/show_language.asp?code=gsw"
"26R746OQ1SNQ7HOVR5W1WKCPSUT4O2","2K25SW6NG1FSKXWC3GPF7FZSZXJIW5","Look up the countries that a language is spoken in","Look up a language on the ethnologue web site and click on the countries it is spoken in","data, languages, countries, enthnologue, research","$0.25","Sun Feb 17 03:44:54 GMT 2013","3","BatchId:1040154;","3600","1209600","Mon Feb 18 03:44:54 GMT 2013","","","21A8IUB2YU980RQI5GUL6FBNHBM8K7","A3SPB30JP5I3BW","Approved","Sun Feb 17 04:20:48 GMT 2013","Sun Feb 17 04:22:06 GMT 2013","Sat Mar 02 20:22:06 PST 2013","Sun Feb 17 06:12:07 PST 2013","","","78","100% (8/8)","100% (8/8)","100% (8/8)","amharic","israel|unitedstates|sweden|egypt|other","ethiopia","North central, Amhara region; Addis Ababa. Also in Djibouti, Egypt, Israel, Sweden, United States.","http://www.ethnologue.com/show_language.asp?code=amh"
